Année,Mois,Jour,Saison,Consommation (MW),Production (MW),Energies renouvelables (MW),Température moyenne (°C),Température référence (°C),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Bioénergies (MW)
2015,9,6,2,1871638.0,2224250.0,306448.0,14.9,18.2,36204.0,1881598.0,64553.0,57729.0,141092.0,43074.0
2015,9,7,2,2236116.0,2686507.0,370685.0,15.0,18.0,118620.0,2197202.0,69473.0,64008.0,194726.0,42478.0
2015,9,8,2,2296524.0,2742324.0,389024.0,15.9,17.9,116958.0,2236342.0,81191.0,59580.0,206804.0,41449.0
2015,9,9,2,2305955.0,2735240.0,401296.0,17.3,17.8,100494.0,2233450.0,98974.0,62033.0,199128.0,41161.0
2015,9,10,2,2307076.0,2708966.0,373429.0,17.5,17.7,104136.0,2231401.0,85953.0,52160.0,192146.0,43170.0
2015,9,11,2,2284225.0,2690530.0,376293.0,17.5,17.5,95560.0,2218677.0,53489.0,51085.0,228519.0,43200.0
2015,9,12,2,2018205.0,2387180.0,373352.0,17.7,17.4,61189.0,1952639.0,104197.0,26350.0,198903.0,43902.0
2015,9,13,2,1891617.0,2315509.0,351798.0,16.4,17.3,53672.0,1910039.0,75955.0,26012.0,207601.0,42230.0
2015,9,14,2,2235675.0,2711209.0,576319.0,15.9,17.2,90160.0,2044730.0,236699.0,41527.0,256357.0,41736.0
2015,9,15,2,2320181.0,2680081.0,534765.0,15.1,17.0,84449.0,2060867.0,213829.0,28464.0,249977.0,42495.0
2015,9,16,2,2365563.0,2748509.0,580276.0,18.4,16.9,95501.0,2072732.0,252002.0,30315.0,255700.0,42259.0
2015,9,17,2,2352577.0,2737570.0,542876.0,16.4,16.8,130981.0,2063713.0,171163.0,33780.0,295047.0,42886.0
2015,9,18,2,2310279.0,2696102.0,517623.0,15.1,16.6,135953.0,2042526.0,125424.0,47595.0,300771.0,43833.0
2015,9,19,2,2043778.0,2471705.0,440847.0,15.3,16.5,55077.0,1975781.0,59159.0,43791.0,293621.0,44276.0
2015,9,20,2,1912339.0,2289942.0,410655.0,14.6,16.4,51994.0,1827293.0,33641.0,57284.0,274941.0,44789.0
2015,9,21,2,2269460.0,2597952.0,405853.0,14.4,16.3,180448.0,2011651.0,47576.0,56417.0,259205.0,42655.0
2015,9,22,2,2353749.0,2710722.0,527680.0,14.1,16.1,184531.0,1998511.0,190299.0,30761.0,264981.0,41639.0
2015,9,23,2,2374540.0,2606796.0,466419.0,13.3,16.0,210378.0,1929999.0,115299.0,46207.0,262686.0,42227.0
2015,9,24,2,2385344.0,2643536.0,439536.0,14.0,15.9,249217.0,1954783.0,89533.0,49521.0,258441.0,42041.0
2015,9,25,2,2335661.0,2586899.0,412385.0,14.7,15.7,222482.0,1952032.0,46845.0,47376.0,276226.0,41938.0
2015,9,26,2,2071099.0,2355597.0,406058.0,14.2,15.6,133396.0,1816143.0,97236.0,53106.0,214357.0,41359.0
2015,9,27,2,1949354.0,2240797.0,434979.0,14.5,15.5,37760.0,1768058.0,171574.0,53985.0,167980.0,41440.0
2015,9,28,2,2308005.0,2620993.0,479161.0,14.5,15.3,173019.0,1968813.0,197935.0,54719.0,184998.0,41509.0
2015,9,29,2,2383454.0,2737170.0,538914.0,13.9,15.2,189943.0,2008313.0,242747.0,49159.0,204921.0,42087.0
2015,9,30,2,2396862.0,2695582.0,483944.0,13.9,15.1,175236.0,2036402.0,187871.0,50975.0,202172.0,42926.0
2015,10,1,3,2421375.0,2767730.0,495501.0,12.8,15.0,222002.0,2050227.0,173668.0,53412.0,225561.0,42860.0
2015,10,2,3,2410902.0,2741637.0,417575.0,12.7,14.8,246221.0,2077841.0,74811.0,37775.0,261023.0,43966.0
2015,10,3,3,2140616.0,2489166.0,330573.0,13.7,14.7,134296.0,2024297.0,34231.0,27084.0,226410.0,42848.0
2015,10,4,3,2029030.0,2375133.0,336869.0,12.9,14.6,81223.0,1957041.0,60325.0,27906.0,209861.0,38777.0
2015,10,5,3,2381146.0,2765296.0,443748.0,16.2,14.4,215576.0,2105972.0,118666.0,24013.0,264157.0,36912.0
2015,10,6,3,2394967.0,2825731.0,509698.0,17.0,14.3,194261.0,2121772.0,181519.0,29009.0,263163.0,36007.0
2015,10,7,3,2416173.0,2920953.0,555641.0,14.3,14.2,222570.0,2142742.0,174794.0,36605.0,307841.0,36401.0
2015,10,8,3,2433297.0,2842314.0,436631.0,13.2,14.0,228271.0,2177412.0,29476.0,38362.0,331560.0,37233.0
2015,10,9,3,2431364.0,2881268.0,431931.0,12.5,13.9,236875.0,2212462.0,42374.0,48364.0,302472.0,38721.0
2015,10,10,3,2184608.0,2592116.0,410143.0,12.7,13.8,118059.0,2063914.0,99717.0,45866.0,224729.0,39831.0
2015,10,11,3,2063534.0,2402905.0,340335.0,12.6,13.6,81961.0,1980609.0,89258.0,42385.0,169628.0,39064.0
2015,10,12,3,2472764.0,2826856.0,366890.0,11.7,13.5,257864.0,2202102.0,66031.0,22766.0,242171.0,35922.0
2015,10,13,3,2613955.0,2969016.0,440922.0,10.5,13.4,293715.0,2234379.0,98458.0,24638.0,283223.0,34603.0
2015,10,14,3,2774813.0,3031978.0,449258.0,7.8,13.2,308704.0,2274016.0,78668.0,38822.0,295849.0,35919.0
2015,10,15,3,2900995.0,3062389.0,455548.0,6.9,13.1,315005.0,2291836.0,73747.0,31097.0,314655.0,36049.0
2015,10,16,3,2928120.0,3070149.0,429545.0,7.5,13.0,337847.0,2302757.0,30908.0,38287.0,322849.0,37501.0
2015,10,17,3,2568134.0,2853953.0,302500.0,9.5,12.8,251287.0,2300166.0,23235.0,35488.0,204572.0,39205.0
2015,10,18,3,2385023.0,2702757.0,268547.0,10.2,12.7,147620.0,2286590.0,33392.0,17087.0,178995.0,39073.0
2015,10,19,3,2738033.0,3029733.0,409958.0,10.2,12.6,312766.0,2307009.0,63384.0,35666.0,272960.0,37948.0
2015,10,20,3,2786639.0,3065831.0,404958.0,10.4,12.4,330258.0,2330615.0,63870.0,33265.0,269997.0,37826.0
2015,10,21,3,2821754.0,3071230.0,400986.0,10.2,12.3,326952.0,2343292.0,72739.0,30275.0,259041.0,38931.0
2015,10,22,3,2788317.0,3044643.0,414649.0,11.7,12.1,299230.0,2330764.0,95946.0,18206.0,260002.0,40495.0
2015,10,23,3,2686758.0,3016333.0,331329.0,12.3,12.0,311442.0,2373562.0,25940.0,32127.0,231405.0,41857.0
2015,10,24,3,2399519.0,2819585.0,332820.0,12.4,11.9,130346.0,2356419.0,68678.0,23849.0,195978.0,44315.0
2015,10,25,3,2231223.0,2712193.0,277759.0,12.2,11.7,113761.0,2320673.0,48520.0,29745.0,154211.0,45283.0
2015,10,26,3,2590765.0,3021826.0,415834.0,12.6,11.6,256113.0,2349879.0,122546.0,32561.0,217537.0,43190.0
2015,10,27,3,2608704.0,3023571.0,425252.0,14.1,11.4,281132.0,2317187.0,132817.0,16403.0,233215.0,42817.0
2015,10,28,3,2625472.0,2941533.0,394167.0,12.3,11.3,264252.0,2283114.0,69403.0,19772.0,261087.0,43905.0
2015,10,29,3,2663126.0,3005278.0,470304.0,11.7,11.1,288027.0,2246947.0,82823.0,32047.0,311935.0,43499.0
2015,10,30,3,2614424.0,3028233.0,474105.0,12.4,11.0,285734.0,2268394.0,132484.0,40030.0,255297.0,46294.0
2015,10,31,3,2333352.0,2704890.0,393314.0,12.6,10.8,119241.0,2192335.0,114174.0,43249.0,188201.0,47690.0
2015,11,1,3,2222128.0,2671403.0,309342.0,12.3,10.7,125849.0,2236212.0,57597.0,43101.0,159935.0,48709.0
2015,11,2,3,2663333.0,3081318.0,436811.0,11.1,10.6,318374.0,2326133.0,111912.0,31456.0,246485.0,46958.0
2015,11,3,3,2729250.0,3181572.0,471931.0,12.8,10.4,344926.0,2364715.0,155216.0,16418.0,253449.0,46848.0
2015,11,4,3,2671967.0,3080778.0,428809.0,13.8,10.3,385415.0,2266554.0,115375.0,24347.0,241011.0,48076.0
2015,11,5,3,2634355.0,3168070.0,424833.0,13.9,10.1,344793.0,2398444.0,105005.0,29605.0,240746.0,49477.0
2015,11,6,3,2561173.0,3124400.0,448432.0,15.4,10.0,318404.0,2357564.0,138333.0,29478.0,230715.0,49906.0
2015,11,7,3,2228774.0,2741211.0,360608.0,16.0,9.8,138278.0,2242325.0,103584.0,36759.0,170224.0,50041.0
2015,11,8,3,2109360.0,2698713.0,338543.0,15.1,9.7,127167.0,2233003.0,113742.0,34852.0,138780.0,51169.0
2015,11,9,3,2457415.0,2963785.0,421647.0,14.5,9.5,245097.0,2297041.0,190401.0,28466.0,153073.0,49707.0
2015,11,10,3,2563066.0,3046719.0,390117.0,12.4,9.4,309999.0,2346603.0,109937.0,29114.0,201532.0,49534.0
2015,11,11,3,2333946.0,2847783.0,288590.0,11.6,9.2,218818.0,2340375.0,47671.0,28355.0,162290.0,50274.0
2015,11,12,3,2639916.0,3068923.0,367486.0,11.4,9.1,314686.0,2386751.0,45092.0,25907.0,246509.0,49978.0
2015,11,13,3,2683262.0,3122067.0,437437.0,11.6,8.9,317524.0,2367106.0,170978.0,16572.0,199945.0,49942.0
2015,11,14,3,2495439.0,2933811.0,423897.0,10.3,8.8,277724.0,2232190.0,185757.0,28734.0,159141.0,50265.0
2015,11,15,3,2331884.0,2781411.0,429753.0,12.1,8.7,166245.0,2185413.0,230445.0,32340.0,117480.0,49488.0
2015,11,16,3,2694487.0,3145966.0,470929.0,11.8,8.5,305877.0,2369160.0,209098.0,21630.0,192267.0,47934.0
2015,11,17,3,2735122.0,3257511.0,638491.0,13.5,8.4,300127.0,2318893.0,341463.0,19975.0,229564.0,47489.0
2015,11,18,3,2673580.0,3200611.0,529729.0,13.9,8.2,330053.0,2340829.0,279259.0,24222.0,178650.0,47598.0
2015,11,19,3,2696936.0,3253218.0,531563.0,14.0,8.1,340429.0,2381226.0,297494.0,17338.0,168749.0,47982.0
2015,11,20,3,2719615.0,3211614.0,479544.0,12.6,8.0,334431.0,2397639.0,186091.0,11481.0,233373.0,48599.0
2015,11,21,3,2688629.0,3141676.0,588244.0,6.8,7.8,216238.0,2337194.0,264813.0,19097.0,256006.0,48328.0
2015,11,22,3,2778446.0,3124994.0,428896.0,4.1,7.7,277615.0,2418483.0,97220.0,27804.0,255637.0,48235.0
2015,11,23,3,3268851.0,3458341.0,486407.0,3.1,7.5,471967.0,2499967.0,47310.0,24444.0,369382.0,45271.0
2015,11,24,3,3456476.0,3638250.0,667908.0,3.6,7.4,478039.0,2492303.0,178176.0,19991.0,423490.0,46251.0
2015,11,25,3,3275022.0,3513530.0,605696.0,7.8,7.3,438064.0,2469770.0,166910.0,10677.0,380998.0,47111.0
2015,11,26,3,3223475.0,3456270.0,536300.0,7.0,7.2,430242.0,2489728.0,90153.0,17431.0,382828.0,45888.0
2015,11,27,3,3280320.0,3589223.0,549327.0,4.8,7.0,438497.0,2601399.0,103263.0,23181.0,375232.0,47651.0
2015,11,28,3,3007189.0,3409929.0,560171.0,6.4,6.9,293460.0,2556298.0,234254.0,25769.0,252081.0,48067.0
2015,11,29,3,2818546.0,3314427.0,637921.0,9.6,6.8,175123.0,2501383.0,370876.0,16223.0,202746.0,48076.0
2015,11,30,3,3049952.0,3550052.0,676317.0,10.5,6.7,345856.0,2527879.0,335275.0,23093.0,270757.0,47192.0
2015,12,1,3,3043552.0,3479790.0,571168.0,10.4,6.5,378113.0,2530509.0,188755.0,22532.0,312393.0,47488.0
2015,12,2,3,3098191.0,3502234.0,475073.0,8.3,6.4,404160.0,2623001.0,54652.0,24875.0,347286.0,48260.0
2015,12,3,3,3184084.0,3530817.0,503674.0,7.5,6.3,378705.0,2648438.0,117593.0,20943.0,316367.0,48771.0
2015,12,4,3,3102908.0,3468061.0,508225.0,8.8,6.2,351750.0,2608086.0,142540.0,16606.0,299943.0,49136.0
2015,12,5,3,2889173.0,3324718.0,445289.0,6.9,6.1,202574.0,2676855.0,172761.0,18310.0,205242.0,48976.0
2015,12,6,3,2674718.0,3168981.0,481216.0,9.9,6.0,166198.0,2521567.0,221013.0,18853.0,191384.0,49966.0
2015,12,7,3,2942244.0,3517197.0,457222.0,10.4,5.9,348775.0,2711200.0,136976.0,24370.0,247045.0,48831.0
2015,12,8,3,3042600.0,3556475.0,476510.0,9.5,5.8,342613.0,2737352.0,158134.0,15238.0,254542.0,48596.0
2015,12,9,3,3101916.0,3440307.0,457078.0,7.6,5.7,392868.0,2590361.0,82317.0,26201.0,299271.0,49289.0
2015,12,10,3,3313825.0,3744662.0,554660.0,4.7,5.6,413825.0,2776177.0,100757.0,25260.0,378876.0,49767.0
2015,12,11,3,3265504.0,3775662.0,558970.0,6.7,5.5,431208.0,2785484.0,175114.0,19888.0,313858.0,50110.0
2015,12,12,3,2887497.0,3321691.0,372898.0,8.0,5.5,307880.0,2640913.0,107595.0,24670.0,190083.0,50550.0
2015,12,13,3,2840673.0,3235161.0,305883.0,6.2,5.4,268762.0,2660516.0,56348.0,19608.0,179757.0,50170.0
2015,12,14,3,3199452.0,3651984.0,494789.0,6.6,5.3,390308.0,2766887.0,96318.0,19693.0,330414.0,48364.0
2015,12,15,3,3162949.0,3724777.0,530937.0,9.5,5.2,406368.0,2787472.0,137404.0,11683.0,333707.0,48143.0
2015,12,16,3,3027739.0,3603992.0,468774.0,11.5,5.2,359219.0,2775999.0,167383.0,14826.0,237942.0,48623.0
2015,12,17,3,2939927.0,3530068.0,451464.0,11.7,5.1,312743.0,2765861.0,160704.0,17152.0,225347.0,48261.0
2015,12,18,3,2870978.0,3420577.0,368509.0,11.3,5.0,302234.0,2749834.0,78429.0,15374.0,225834.0,48872.0
2015,12,19,3,2598229.0,3140628.0,415774.0,11.1,5.0,136692.0,2588162.0,162478.0,20118.0,182962.0,50216.0
2015,12,20,3,2487287.0,3036573.0,439672.0,11.4,4.9,114584.0,2482317.0,213415.0,12264.0,163698.0,50295.0
2015,12,21,3,2788329.0,3327457.0,581822.0,10.8,4.9,199214.0,2546421.0,287768.0,18592.0,226856.0,48606.0
2015,12,22,3,2816192.0,3341094.0,624849.0,10.8,4.8,141597.0,2574648.0,316910.0,20418.0,238745.0,48776.0
2015,12,23,3,2766974.0,3268086.0,529157.0,10.3,4.8,204020.0,2534909.0,182415.0,15898.0,281153.0,49691.0
2015,12,24,3,2625963.0,3060498.0,489191.0,10.5,4.8,116255.0,2455052.0,253684.0,16343.0,169621.0,49543.0
2015,12,25,3,2321139.0,2790427.0,413580.0,10.6,4.7,112276.0,2264571.0,195552.0,22767.0,144973.0,50288.0
2015,12,26,3,2431699.0,2785862.0,399455.0,9.7,4.7,113969.0,2272438.0,185333.0,25161.0,139373.0,49588.0
2015,12,27,3,2451094.0,2808893.0,389034.0,9.0,4.7,120054.0,2299805.0,161818.0,21009.0,157193.0,49014.0
2015,12,28,3,2730223.0,3216628.0,522741.0,8.9,4.7,174984.0,2518903.0,246609.0,16513.0,211514.0,48105.0
2015,12,29,3,2747346.0,3133864.0,397206.0,9.1,4.6,231263.0,2505395.0,164566.0,15700.0,169137.0,47803.0
2015,12,30,3,2801885.0,3169145.0,469708.0,8.2,4.6,141322.0,2558115.0,234147.0,24188.0,161790.0,49583.0
2015,12,31,3,2734978.0,3079564.0,408954.0,8.7,4.6,126921.0,2543689.0,186003.0,11712.0,160973.0,50266.0
2016,1,1,0,2581916.0,3025384.0,364494.0,7.0,4.6,115717.0,2545173.0,155379.0,15218.0,142101.0,51796.0
2016,1,2,0,2663018.0,3158740.0,526031.0,8.7,4.6,117906.0,2514803.0,284781.0,11176.0,179838.0,50236.0
2016,1,3,0,2725357.0,3095422.0,512817.0,7.2,4.6,116152.0,2466453.0,256042.0,7918.0,198663.0,50194.0
2016,1,4,0,3092979.0,3586422.0,601833.0,7.8,4.6,261419.0,2723170.0,237888.0,10967.0,303975.0,49003.0
2016,1,5,0,3231833.0,3679814.0,634377.0,7.2,4.6,293544.0,2751893.0,226621.0,12428.0,345472.0,49856.0
2016,1,6,0,3266928.0,3548111.0,548511.0,7.0,4.6,298795.0,2700805.0,120310.0,13164.0,365349.0,49688.0
2016,1,7,0,3252392.0,3666842.0,675186.0,8.2,4.6,297708.0,2693948.0,285850.0,10047.0,328692.0,50597.0
2016,1,8,0,3208986.0,3526224.0,554057.0,7.2,4.7,279702.0,2692465.0,74437.0,12406.0,415926.0,51288.0
2016,1,9,0,2854907.0,3279386.0,628057.0,8.7,4.7,134873.0,2516456.0,179648.0,12582.0,383949.0,51878.0
2016,1,10,0,2783922.0,3213039.0,682524.0,7.7,4.7,131609.0,2398906.0,250253.0,10750.0,370174.0,51347.0
2016,1,11,0,3186708.0,3673061.0,779622.0,8.1,4.7,257733.0,2635706.0,298828.0,14682.0,417580.0,48532.0
2016,1,12,0,3326144.0,3847744.0,840572.0,6.9,4.7,295738.0,2711434.0,327067.0,18214.0,447776.0,47515.0
2016,1,13,0,3439438.0,3837743.0,737612.0,5.1,4.8,346838.0,2753293.0,202959.0,23633.0,464377.0,46643.0
2016,1,14,0,3485341.0,3815805.0,697648.0,4.6,4.8,371182.0,2746975.0,212788.0,12335.0,425180.0,47345.0
2016,1,15,0,3582509.0,3952441.0,777349.0,3.3,4.8,407052.0,2768040.0,278572.0,24425.0,425720.0,48632.0
2016,1,16,0,3373075.0,3689402.0,587394.0,2.6,4.9,336652.0,2765356.0,122622.0,26065.0,388250.0,50457.0
2016,1,17,0,3274190.0,3550834.0,474950.0,2.3,4.9,347728.0,2728156.0,63989.0,26279.0,333837.0,50845.0
2016,1,18,0,3758615.0,3961939.0,681836.0,0.8,4.9,469019.0,2811084.0,115958.0,7886.0,508262.0,49730.0
2016,1,19,0,3791914.0,3988094.0,614826.0,2.1,5.0,529108.0,2844160.0,20522.0,13344.0,532774.0,48186.0
2016,1,20,0,3766655.0,3939736.0,567967.0,1.9,5.0,534717.0,2837052.0,16488.0,21046.0,481803.0,48630.0
2016,1,21,0,3779067.0,3807393.0,587249.0,1.6,5.1,470887.0,2749257.0,65933.0,29264.0,442759.0,49293.0
2016,1,22,0,3709013.0,3982646.0,698471.0,4.1,5.1,474778.0,2809397.0,167923.0,14333.0,465968.0,50247.0
2016,1,23,0,3140140.0,3561815.0,478429.0,7.2,5.2,383912.0,2699474.0,82206.0,21779.0,323674.0,50770.0
2016,1,24,0,2926945.0,3395601.0,422102.0,7.6,5.2,280105.0,2693394.0,93676.0,31542.0,245979.0,50905.0
2016,1,25,0,3191615.0,3642723.0,562673.0,8.8,5.2,368520.0,2711530.0,145856.0,28949.0,338233.0,49635.0
2016,1,26,0,3173981.0,3557405.0,588376.0,9.2,5.3,339046.0,2629983.0,197004.0,22408.0,318846.0,50118.0
2016,1,27,0,3160571.0,3639962.0,667815.0,10.0,5.3,318158.0,2653989.0,302001.0,17391.0,298451.0,49972.0
2016,1,28,0,3154566.0,3598298.0,536698.0,8.8,5.4,353727.0,2707873.0,79489.0,15154.0,390942.0,51113.0
2016,1,29,0,3200723.0,3685190.0,668075.0,7.7,5.4,263771.0,2753344.0,236292.0,22031.0,358129.0,51623.0
2016,1,30,0,2941433.0,3378790.0,667582.0,8.2,5.5,125342.0,2585866.0,312668.0,19007.0,284230.0,51677.0
2016,1,31,0,2718098.0,3262497.0,620116.0,10.7,5.5,123380.0,2519001.0,275464.0,10013.0,284481.0,50158.0
2016,2,1,0,2965694.0,3583119.0,769623.0,11.8,5.6,154554.0,2658942.0,319275.0,18745.0,382195.0,49408.0
2016,2,2,0,3025766.0,3586347.0,710503.0,10.1,5.6,183742.0,2692102.0,251652.0,15693.0,394464.0,48694.0
2016,2,3,0,3180460.0,3694808.0,728683.0,7.1,5.7,212447.0,2753678.0,222256.0,30571.0,428289.0,47567.0
2016,2,4,0,3334985.0,3785816.0,781607.0,7.0,5.8,253426.0,2750783.0,230303.0,26478.0,477197.0,47629.0
2016,2,5,0,3123339.0,3642874.0,654298.0,8.9,5.8,263970.0,2724606.0,109583.0,35177.0,461372.0,48166.0
2016,2,6,0,2809523.0,3407308.0,790849.0,9.9,5.9,140881.0,2475578.0,332300.0,33895.0,374513.0,50141.0
2016,2,7,0,2715231.0,3183860.0,768085.0,8.5,5.9,126460.0,2289315.0,328034.0,23154.0,367297.0,49600.0
2016,2,8,0,3120121.0,3578490.0,918818.0,9.5,6.0,153846.0,2505826.0,389051.0,23677.0,457412.0,48678.0
2016,2,9,0,3225346.0,3667313.0,854576.0,8.0,6.0,203414.0,2609323.0,298018.0,8186.0,500502.0,47870.0
2016,2,10,0,3370686.0,3736537.0,859113.0,5.2,6.1,241826.0,2635598.0,242971.0,22591.0,545195.0,48356.0
2016,2,11,0,3375458.0,3707118.0,691378.0,4.8,6.1,339391.0,2676349.0,67122.0,23066.0,551227.0,49963.0
2016,2,12,0,3388769.0,3762101.0,773761.0,5.4,6.2,296603.0,2691737.0,163075.0,14157.0,546430.0,50099.0
2016,2,13,0,3015758.0,3507812.0,776092.0,7.7,6.2,134507.0,2597213.0,204527.0,22730.0,498511.0,50324.0
2016,2,14,0,2839380.0,3259485.0,648557.0,6.9,6.3,131193.0,2479735.0,116652.0,23719.0,458238.0,49948.0
2016,2,15,0,3389457.0,3705730.0,825289.0,4.3,6.4,307696.0,2572745.0,226662.0,29565.0,521856.0,47206.0
2016,2,16,0,3533636.0,3724606.0,732622.0,3.0,6.4,391431.0,2600553.0,102543.0,40949.0,541714.0,47416.0
2016,2,17,0,3611796.0,3778737.0,685544.0,2.0,6.5,464381.0,2628812.0,56688.0,39899.0,539315.0,49642.0
2016,2,18,0,3604888.0,3726302.0,711223.0,3.2,6.5,466896.0,2548183.0,69935.0,22682.0,569303.0,49303.0
2016,2,19,0,3460657.0,3788991.0,744959.0,4.8,6.6,366010.0,2678022.0,135172.0,43275.0,516060.0,50452.0
2016,2,20,0,3075727.0,3500961.0,813465.0,8.2,6.7,144505.0,2542991.0,345439.0,32981.0,382755.0,52290.0
2016,2,21,0,2699031.0,3113728.0,717542.0,10.7,6.7,123395.0,2272791.0,284717.0,38997.0,342234.0,51594.0
2016,2,22,0,3037059.0,3421560.0,740010.0,9.8,6.8,220849.0,2460701.0,230710.0,15146.0,443675.0,50479.0
2016,2,23,0,3114349.0,3543217.0,668334.0,8.1,6.8,315402.0,2559481.0,110599.0,25191.0,482258.0,50286.0
2016,2,24,0,3224576.0,3554272.0,641812.0,6.2,6.9,347182.0,2565278.0,57026.0,30765.0,502790.0,51231.0
2016,2,25,0,3262483.0,3566232.0,639092.0,5.5,7.0,347774.0,2579366.0,49728.0,30316.0,506991.0,52057.0
2016,2,26,0,3310757.0,3616885.0,687995.0,4.3,7.0,332164.0,2596726.0,69872.0,45119.0,520455.0,52549.0
2016,2,27,0,3105688.0,3401511.0,784478.0,5.0,7.1,151164.0,2465869.0,248114.0,19946.0,464632.0,51786.0
2016,2,28,0,3011072.0,3344589.0,787073.0,5.0,7.2,132170.0,2425346.0,302186.0,27572.0,406678.0,50637.0
2016,2,29,0,3421678.0,3665982.0,848465.0,4.7,7.2,268721.0,2548796.0,231077.0,38937.0,529769.0,48682.0
2016,3,1,0,3436673.0,3730376.0,828039.0,5.8,7.2,329179.0,2573158.0,199652.0,36822.0,542499.0,49066.0
2016,3,2,0,3283680.0,3618849.0,879703.0,8.1,7.3,221103.0,2518043.0,331649.0,27756.0,471451.0,48847.0
2016,3,3,0,3357204.0,3698965.0,814350.0,6.5,7.4,316727.0,2567888.0,239843.0,32007.0,493175.0,49325.0
2016,3,4,0,3278902.0,3598010.0,741602.0,6.6,7.5,303899.0,2552509.0,163307.0,21403.0,506009.0,50883.0
2016,3,5,0,3029809.0,3367146.0,653524.0,5.2,7.5,172980.0,2540642.0,109998.0,32112.0,459643.0,51771.0
2016,3,6,0,2965817.0,3294762.0,611054.0,4.5,7.6,160402.0,2523306.0,121056.0,39368.0,399388.0,51242.0
2016,3,7,0,3363533.0,3572661.0,662287.0,4.0,7.7,347034.0,2563340.0,80713.0,33362.0,499069.0,49143.0
2016,3,8,0,3435827.0,3620972.0,676624.0,4.4,7.8,369368.0,2574980.0,77474.0,45563.0,504092.0,49495.0
2016,3,9,0,3384644.0,3661775.0,834478.0,5.5,7.8,302194.0,2525103.0,295729.0,30074.0,459031.0,49644.0
2016,3,10,0,3332218.0,3649734.0,685579.0,6.4,7.9,359147.0,2605008.0,62387.0,39093.0,535288.0,48811.0
2016,3,11,0,3234622.0,3629801.0,696835.0,6.8,8.0,358500.0,2574466.0,79843.0,42626.0,523354.0,51012.0
2016,3,12,0,2904601.0,3271756.0,649049.0,6.7,8.1,167596.0,2455111.0,100231.0,55337.0,441780.0,51701.0
2016,3,13,0,2787195.0,3242141.0,657747.0,6.4,8.2,155371.0,2429023.0,201802.0,52921.0,353010.0,50014.0
2016,3,14,0,3116265.0,3514451.0,748653.0,6.8,8.2,274231.0,2491567.0,196697.0,55599.0,448451.0,47906.0
2016,3,15,0,3111158.0,3561953.0,683935.0,7.2,8.3,360544.0,2517474.0,129716.0,57201.0,448356.0,48662.0
2016,3,16,0,3224286.0,3569550.0,779385.0,6.1,8.4,298628.0,2491537.0,244341.0,24250.0,460724.0,50070.0
2016,3,17,0,3199936.0,3491305.0,643969.0,6.7,8.5,387440.0,2459896.0,87011.0,43382.0,463034.0,50542.0
2016,3,18,0,3093203.0,3456016.0,620192.0,6.9,8.6,385268.0,2450556.0,66271.0,55976.0,446882.0,51063.0
2016,3,19,0,2837141.0,3183924.0,606981.0,7.0,8.7,183375.0,2393568.0,121427.0,54985.0,379081.0,51488.0
2016,3,20,0,2705070.0,3048457.0,520126.0,7.2,8.8,168286.0,2360045.0,117993.0,34796.0,316604.0,50733.0
2016,3,21,0,2995226.0,3372946.0,593501.0,8.1,8.9,349517.0,2429928.0,88388.0,50408.0,405097.0,49608.0
2016,3,22,0,2980117.0,3384335.0,636878.0,8.5,9.0,362567.0,2384890.0,127851.0,65213.0,394666.0,49148.0
2016,3,23,0,3030001.0,3357637.0,664204.0,8.1,9.1,348404.0,2345029.0,143830.0,59338.0,411449.0,49587.0
2016,3,24,0,2996981.0,3300165.0,577969.0,8.4,9.2,360418.0,2361778.0,77528.0,57062.0,393116.0,50263.0
2016,3,25,0,2949457.0,3101679.0,567863.0,9.3,9.3,214588.0,2319228.0,118217.0,27071.0,372669.0,49906.0
2016,3,26,0,2578775.0,2872199.0,599302.0,11.2,9.4,111140.0,2161757.0,213825.0,58184.0,275693.0,51600.0
2016,3,27,0,2452085.0,2659918.0,624730.0,9.5,9.5,106198.0,1928990.0,290742.0,40053.0,243066.0,50869.0
2016,3,28,0,2517659.0,2633002.0,677662.0,10.2,9.7,106163.0,1849177.0,348749.0,42366.0,237836.0,48711.0
2016,3,29,0,2845776.0,3115389.0,703813.0,10.4,9.8,255867.0,2155709.0,225043.0,41625.0,388015.0,49130.0
2016,3,30,0,2831286.0,3119566.0,563527.0,11.0,9.9,353660.0,2202379.0,84496.0,47735.0,382085.0,49211.0
2016,3,31,0,2850319.0,3090888.0,635551.0,9.5,10.0,363649.0,2091688.0,166683.0,23233.0,398053.0,47582.0
2016,4,1,1,2922900.0,3075036.0,589242.0,8.1,10.1,318530.0,2167264.0,82382.0,37475.0,421603.0,47782.0
2016,4,2,1,2650313.0,2773129.0,567624.0,9.2,10.2,108669.0,2096836.0,80597.0,39258.0,398168.0,49601.0
2016,4,3,1,2332944.0,2608416.0,543808.0,13.4,10.3,55412.0,2009196.0,151208.0,38186.0,305791.0,48623.0
2016,4,4,1,2631933.0,2913774.0,617387.0,12.2,10.5,165792.0,2130595.0,133750.0,34229.0,403184.0,46224.0
2016,4,5,1,2683005.0,2960530.0,559018.0,11.7,10.6,227966.0,2173546.0,58241.0,33664.0,421485.0,45628.0
