,Code INSEE région,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Bioénergies (MW),Production (MW),Energies renouvelables (MW),Année,Mois,Jour,TMin (°C),TMax (°C),TMoy (°C)
8048,28,141973.0,10276.0,322881.0,5544.0,895.0,578.0,2453.0,342627.0,9470.0,2018,10,19,8.9,16.64,12.77
8049,28,131377.0,8548.0,338626.0,4515.0,1198.0,576.0,2419.0,355882.0,8708.0,2018,10,20,5.9,16.82,11.36
8050,28,127367.0,8450.0,350964.0,1829.0,1216.0,572.0,2438.0,365469.0,6055.0,2018,10,21,3.9,18.28,11.09
8051,28,145783.0,8850.0,367540.0,12446.0,451.0,566.0,2417.0,392270.0,15880.0,2018,10,22,9.0,14.12,11.56
8052,28,154635.0,8979.0,363341.0,8526.0,926.0,546.0,2402.0,384720.0,12400.0,2018,10,23,3.3,16.38,9.84
8053,28,150048.0,9023.0,357179.0,3499.0,664.0,505.0,2465.0,373335.0,7133.0,2018,10,24,10.22,16.7,13.46
8054,28,151073.0,11031.0,349129.0,1162.0,577.0,568.0,2470.0,364937.0,4777.0,2018,10,25,8.38,14.12,11.25
8055,28,154386.0,11387.0,317439.0,8005.0,376.0,486.0,2458.0,340151.0,11325.0,2018,10,26,7.22,14.0,10.61
8056,28,155453.0,12022.0,239530.0,5723.0,633.0,501.0,2432.0,260841.0,9289.0,2018,10,27,2.46,9.46,5.96
8057,28,157426.0,11878.0,231484.0,18998.0,578.0,502.0,2338.0,265778.0,22416.0,2018,10,28,3.6,8.42,6.01
8058,28,184923.0,11818.0,282090.0,11378.0,575.0,501.0,2426.0,308788.0,14880.0,2018,10,29,2.68,8.04,5.36
8059,28,182584.0,11764.0,305509.0,13927.0,609.0,600.0,2421.0,334830.0,17557.0,2018,10,30,3.88,10.36,7.12
8060,28,185361.0,13886.0,305454.0,7876.0,479.0,578.0,2435.0,330708.0,11368.0,2018,10,31,0.72,11.86,6.29
8061,28,156749.0,17794.0,296023.0,7114.0,366.0,573.0,1819.0,323689.0,9872.0,2018,11,01,8.82,12.36,10.59
8062,28,167469.0,18570.0,294214.0,1356.0,1115.0,660.0,1754.0,317669.0,4885.0,2018,11,02,3.3,12.2,7.75
8063,28,170903.0,16703.0,242456.0,6877.0,797.0,588.0,1690.0,269111.0,9952.0,2018,11,03,-0.54,10.84,5.15
8064,28,158681.0,16498.0,258074.0,7976.0,845.0,496.0,1789.0,285678.0,11106.0,2018,11,04,3.18,12.68,7.93
8065,28,167615.0,17501.0,296963.0,8524.0,607.0,343.0,1750.0,325688.0,11224.0,2018,11,05,5.96,16.86,11.41
8066,28,163827.0,18029.0,295517.0,14210.0,404.0,239.0,1776.0,330175.0,16629.0,2018,11,06,7.82,14.84,11.33
8067,28,165725.0,18330.0,295697.0,24728.0,402.0,244.0,1752.0,341153.0,27126.0,2018,11,07,9.46,13.5,11.48
8068,28,174149.0,18600.0,286542.0,11875.0,910.0,382.0,2068.0,320377.0,15235.0,2018,11,08,3.5,12.26,7.88
8069,28,167879.0,18284.0,282064.0,18579.0,833.0,522.0,2675.0,322957.0,22609.0,2018,11,09,6.18,13.76,9.97
8070,28,148032.0,16569.0,300767.0,20866.0,484.0,585.0,2663.0,341934.0,24598.0,2018,11,10,9.72,13.94,11.83
8071,28,142728.0,16546.0,303157.0,17613.0,334.0,632.0,2703.0,340985.0,21282.0,2018,11,11,9.32,12.52,10.92
8072,28,163542.0,16251.0,304671.0,10539.0,489.0,716.0,2677.0,335343.0,14421.0,2018,11,12,8.9,13.04,10.97
8073,28,165156.0,18203.0,269723.0,13257.0,863.0,697.0,2659.0,305402.0,17476.0,2018,11,13,8.16,14.58,11.37
8074,28,169077.0,18173.0,294085.0,7703.0,763.0,650.0,2757.0,324131.0,11873.0,2018,11,14,3.78,14.86,9.32
8075,28,167794.0,18201.0,304213.0,5455.0,439.0,697.0,2669.0,331674.0,9260.0,2018,11,15,7.48,13.34,10.41
8076,28,170415.0,18401.0,258822.0,2753.0,314.0,670.0,2409.0,283369.0,6146.0,2018,11,16,7.3,9.98,8.64
8077,28,164544.0,18446.0,303825.0,10205.0,562.0,644.0,2507.0,336189.0,13918.0,2018,11,17,4.1,7.68,5.89
8078,28,168162.0,18968.0,293828.0,14306.0,964.0,610.0,2530.0,331206.0,18410.0,2018,11,18,1.6,7.86,4.73
8079,28,200397.0,19318.0,280228.0,14874.0,662.0,654.0,2423.0,318159.0,18613.0,2018,11,19,0.48,5.56,3.02
8080,28,209967.0,20440.0,278610.0,7617.0,222.0,598.0,2361.0,309848.0,10798.0,2018,11,20,1.0,3.12,2.06
8081,28,213559.0,20302.0,301512.0,6434.0,739.0,616.0,2436.0,332039.0,10225.0,2018,11,21,-1.06,6.14,2.54
8082,28,217881.0,20894.0,295714.0,5159.0,209.0,545.0,2546.0,325067.0,8459.0,2018,11,22,-2.04,5.48,1.72
8083,28,200009.0,20365.0,295765.0,5699.0,401.0,538.0,2656.0,325424.0,9294.0,2018,11,23,3.06,8.36,5.71
8084,28,177150.0,19069.0,306149.0,3787.0,343.0,650.0,2673.0,332671.0,7453.0,2018,11,24,4.62,9.16,6.89
8085,28,170546.0,18509.0,299604.0,5701.0,193.0,602.0,2631.0,327240.0,9127.0,2018,11,25,3.92,8.08,6.0
8086,28,193786.0,33925.0,304532.0,2596.0,282.0,663.0,2512.0,344510.0,6053.0,2018,11,26,4.16,7.32,5.74
8087,28,197697.0,20295.0,307122.0,12358.0,149.0,622.0,2568.0,343114.0,15697.0,2018,11,27,1.38,11.32,6.35
8088,28,179480.0,18313.0,306642.0,22692.0,149.0,795.0,2628.0,351219.0,26264.0,2018,11,28,7.9,12.36,10.13
8089,28,172671.0,18258.0,307903.0,26095.0,263.0,771.0,2651.0,355941.0,29780.0,2018,11,29,9.44,13.12,11.28
8090,28,172093.0,18421.0,306501.0,14646.0,616.0,778.0,2590.0,343552.0,18630.0,2018,11,30,7.38,12.24,9.81
8091,28,163906.0,19222.0,243481.0,21238.0,43.0,628.0,2562.0,287174.0,24471.0,2018,12,01,4.62,13.66,9.14
8092,28,143878.0,18599.0,239488.0,23223.0,57.0,717.0,2550.0,284634.0,26547.0,2018,12,02,11.9,14.68,13.29
8093,28,161070.0,31203.0,245570.0,25939.0,70.0,778.0,2516.0,306076.0,29303.0,2018,12,03,11.14,13.98,12.56
8094,28,172493.0,17036.0,287058.0,3985.0,248.0,945.0,2333.0,311605.0,7511.0,2018,12,04,7.78,11.66,9.72
8095,28,174886.0,17060.0,283987.0,14366.0,69.0,981.0,2302.0,318765.0,17718.0,2018,12,05,7.94,12.66,10.3
8096,28,170019.0,16878.0,249934.0,12953.0,57.0,850.0,2366.0,283038.0,16226.0,2018,12,06,10.46,12.78,11.62
8097,28,171162.0,17304.0,231122.0,28689.0,71.0,835.0,2314.0,280335.0,31909.0,2018,12,07,6.6,12.02,9.31
8098,28,165800.0,17536.0,229016.0,31578.0,71.0,832.0,2399.0,281432.0,34880.0,2018,12,08,6.24,11.86,9.05
8099,28,159169.0,17365.0,231272.0,29503.0,112.0,871.0,2348.0,281471.0,32834.0,2018,12,09,8.18,11.16,9.67
8100,28,183535.0,18208.0,290282.0,9324.0,212.0,926.0,2207.0,321159.0,12669.0,2018,12,10,5.84,10.4,8.12
8101,28,195992.0,18557.0,303751.0,2241.0,272.0,932.0,2237.0,327990.0,5682.0,2018,12,11,0.62,8.46,4.54
8102,28,204687.0,18462.0,303250.0,8449.0,227.0,888.0,2273.0,333549.0,11837.0,2018,12,12,1.32,5.5,3.41
8103,28,217726.0,19200.0,302129.0,15348.0,223.0,900.0,2334.0,340134.0,18805.0,2018,12,13,-0.18,3.66,1.74
8104,28,227733.0,20933.0,303677.0,4033.0,325.0,848.0,2245.0,332061.0,7451.0,2018,12,14,-3.72,2.18,-0.77
8105,28,222157.0,19537.0,304767.0,16932.0,30.0,848.0,2215.0,344329.0,20025.0,2018,12,15,-3.98,4.98,0.5
8106,28,193260.0,17119.0,304705.0,11195.0,87.0,830.0,2266.0,336202.0,14378.0,2018,12,16,1.66,7.32,4.49
8107,28,197142.0,18621.0,304965.0,12050.0,277.0,854.0,2056.0,338823.0,15237.0,2018,12,17,3.14,9.94,6.54
8108,28,194151.0,17998.0,303260.0,23382.0,58.0,816.0,1678.0,347192.0,25934.0,2018,12,18,6.02,8.44,7.23
8109,28,191850.0,16893.0,301779.0,16310.0,134.0,909.0,1729.0,337754.0,19082.0,2018,12,19,6.26,9.82,8.04
8110,28,188375.0,17004.0,298680.0,22321.0,264.0,955.0,2474.0,341698.0,26014.0,2018,12,20,5.58,12.54,9.06
8111,28,169883.0,17121.0,295531.0,29514.0,97.0,967.0,2582.0,345812.0,33160.0,2018,12,21,7.94,13.96,10.95
8112,28,155956.0,17099.0,283321.0,21192.0,132.0,980.0,2611.0,325335.0,24915.0,2018,12,22,9.48,12.28,10.88
8113,28,153014.0,17032.0,288020.0,21724.0,36.0,1042.0,2497.0,330351.0,25299.0,2018,12,23,7.84,13.08,10.46
8114,28,158240.0,16782.0,271360.0,5743.0,61.0,929.0,2532.0,297407.0,9265.0,2018,12,24,7.28,9.7,8.49
8115,28,161855.0,16990.0,288305.0,4659.0,264.0,908.0,2487.0,313613.0,8318.0,2018,12,25,1.56,7.86,4.71
8116,28,191833.0,19596.0,294790.0,4470.0,285.0,863.0,2048.0,322052.0,7666.0,2018,12,26,-1.08,6.26,2.59
8117,28,206893.0,42104.0,322749.0,2929.0,138.0,887.0,2125.0,370932.0,6079.0,2018,12,27,-1.14,3.06,0.96
8118,28,203059.0,42606.0,335980.0,1403.0,83.0,825.0,2282.0,383179.0,4593.0,2018,12,28,0.02,6.22,3.12
8119,28,184819.0,40283.0,330832.0,5699.0,66.0,789.0,2299.0,379968.0,8853.0,2018,12,29,2.72,9.42,6.07
8120,28,165925.0,19380.0,331129.0,3128.0,57.0,806.0,2246.0,356746.0,6237.0,2018,12,30,8.02,9.8,8.91
8121,28,168162.0,16950.0,338415.0,1855.0,41.0,835.0,2337.0,360433.0,5068.0,2018,12,31,7.78,9.1,8.44
8122,28,157044.0,17465.0,307057.0,3894.0,94.0,711.0,2388.0,331609.0,7087.0,2019,01,01,7.26,8.72,7.99
8123,28,183249.0,18882.0,349552.0,3689.0,233.0,706.0,2315.0,375377.0,6943.0,2019,01,02,4.16,6.56,5.36
8124,28,201934.0,19670.0,356082.0,1304.0,410.0,677.0,2361.0,380504.0,4752.0,2019,01,03,1.66,6.76,4.21
8125,28,213433.0,40106.0,354679.0,1170.0,322.0,674.0,2317.0,399268.0,4483.0,2019,01,04,0.06,5.46,2.76
8126,28,194711.0,43938.0,295171.0,2453.0,101.0,676.0,2376.0,344715.0,5606.0,2019,01,05,2.78,5.7,4.24
8127,28,183934.0,41222.0,293209.0,2371.0,65.0,620.0,2370.0,339857.0,5426.0,2019,01,06,3.56,7.44,5.5
8128,28,193651.0,41797.0,293344.0,7405.0,97.0,691.0,2323.0,345657.0,10516.0,2019,01,07,5.28,9.42,7.35
8129,28,189757.0,37661.0,293070.0,15733.0,365.0,665.0,2275.0,349769.0,19038.0,2019,01,08,5.74,9.06,7.4
8130,28,202008.0,19633.0,292009.0,16890.0,335.0,666.0,2320.0,331853.0,20211.0,2019,01,09,3.6,6.48,5.04
8131,28,212175.0,19646.0,239515.0,3392.0,241.0,671.0,2444.0,265909.0,6748.0,2019,01,10,1.34,6.1,3.72
8132,28,202058.0,20019.0,241875.0,2105.0,174.0,678.0,2571.0,267422.0,5528.0,2019,01,11,3.62,8.46,6.04
8133,28,179990.0,19564.0,193741.0,14432.0,137.0,665.0,2580.0,231119.0,17814.0,2019,01,12,5.08,9.62,7.35
8134,28,163316.0,17665.0,169515.0,29468.0,169.0,623.0,2628.0,220068.0,32888.0,2019,01,13,8.52,10.42,9.47
8135,28,185466.0,18775.0,171522.0,12035.0,274.0,682.0,2489.0,205777.0,15480.0,2019,01,14,6.38,9.04,7.71
8136,28,194551.0,19345.0,196503.0,4393.0,174.0,707.0,2535.0,223657.0,7809.0,2019,01,15,5.62,8.34,6.98
8137,28,199284.0,19264.0,214810.0,12786.0,259.0,686.0,2576.0,250381.0,16307.0,2019,01,16,2.54,7.6,5.07
8138,28,203075.0,19289.0,226263.0,13471.0,558.0,645.0,2391.0,262617.0,17065.0,2019,01,17,1.28,7.78,4.53
8139,28,217004.0,19394.0,232341.0,7689.0,845.0,644.0,2457.0,263370.0,11635.0,2019,01,18,-2.24,5.02,1.39
8140,28,208407.0,19386.0,243523.0,8939.0,194.0,628.0,2908.0,275578.0,12669.0,2019,01,19,-0.44,3.62,1.59
8141,28,194105.0,19245.0,240174.0,2091.0,174.0,561.0,3152.0,265397.0,5978.0,2019,01,20,2.46,4.8,3.63
8142,28,222908.0,19438.0,243448.0,3296.0,931.0,581.0,2529.0,270223.0,7337.0,2019,01,21,-3.12,5.42,1.15
8143,28,220126.0,20418.0,265737.0,11293.0,436.0,607.0,2328.0,300819.0,14664.0,2019,01,22,-1.34,6.36,2.51
8144,28,221432.0,20206.0,307124.0,12646.0,349.0,638.0,2852.0,343815.0,16485.0,2019,01,23,0.48,3.32,1.9
8145,28,224055.0,20664.0,307624.0,2569.0,447.0,638.0,2727.0,334669.0,6381.0,2019,01,24,-1.84,5.44,1.8
8146,28,208779.0,20805.0,307456.0,4825.0,189.0,679.0,2786.0,336740.0,8479.0,2019,01,25,2.3,9.4,5.85
8147,28,181457.0,23243.0,307269.0,19306.0,260.0,710.0,2975.0,353763.0,23251.0,2019,01,26,6.94,9.38,8.16
8148,28,179602.0,23358.0,300692.0,30652.0,309.0,726.0,3122.0,358859.0,34809.0,2019,01,27,4.4,7.1,5.75
8149,28,207332.0,23415.0,313846.0,13087.0,637.0,745.0,2797.0,354527.0,17266.0,2019,01,28,1.96,6.7,4.33
8150,28,217201.0,20725.0,312313.0,7712.0,196.0,782.0,2790.0,344518.0,11480.0,2019,01,29,-0.56,4.48,1.96
8151,28,221230.0,20551.0,317738.0,9012.0,114.0,725.0,2780.0,350920.0,12631.0,2019,01,30,0.16,3.54,1.85
8152,28,233399.0,20037.0,314859.0,9976.0,104.0,847.0,2588.0,348411.0,13515.0,2019,01,31,-2.5,3.96,0.73
8153,28,218967.0,19955.0,336076.0,7725.0,316.0,880.0,2185.0,367137.0,11106.0,2019,02,01,0.66,5.96,3.31
8154,28,201759.0,20218.0,334675.0,19932.0,320.0,804.0,1973.0,377922.0,23029.0,2019,02,02,2.42,4.92,3.67
8155,28,195257.0,20312.0,324776.0,7174.0,752.0,686.0,1920.0,355620.0,10532.0,2019,02,03,0.82,7.34,4.08
8156,28,223549.0,25331.0,308805.0,23415.0,133.0,658.0,1852.0,360194.0,26058.0,2019,02,04,-0.76,4.34,1.79
8157,28,221749.0,43370.0,310196.0,8942.0,189.0,692.0,1946.0,365335.0,11769.0,2019,02,05,1.86,6.82,4.34
8158,28,204143.0,44254.0,308181.0,15385.0,143.0,719.0,2107.0,370789.0,18354.0,2019,02,06,4.62,10.72,7.67
8159,28,194231.0,42037.0,307715.0,25827.0,699.0,856.0,2114.0,379248.0,29496.0,2019,02,07,4.9,10.14,7.52
8160,28,193136.0,40374.0,306936.0,30054.0,186.0,911.0,2172.0,380633.0,33323.0,2019,02,08,6.12,10.44,8.28
8161,28,174388.0,37052.0,276144.0,27827.0,533.0,936.0,2185.0,344677.0,31481.0,2019,02,09,6.72,11.4,9.06
8162,28,169491.0,38275.0,271923.0,28840.0,304.0,897.0,2189.0,342428.0,32230.0,2019,02,10,4.86,8.74,6.8
8163,28,197259.0,42729.0,302967.0,8471.0,406.0,844.0,2077.0,357494.0,11798.0,2019,02,11,3.56,8.66,6.11
8164,28,200457.0,47600.0,306518.0,1896.0,778.0,869.0,2110.0,359771.0,5653.0,2019,02,12,-0.78,10.12,4.67
8165,28,198663.0,46767.0,305340.0,5217.0,1028.0,903.0,2147.0,361402.0,9295.0,2019,02,13,-0.76,10.62,4.93
8166,28,194160.0,24805.0,306792.0,5743.0,1154.0,956.0,2149.0,341599.0,10002.0,2019,02,14,-1.04,13.02,5.99
8167,28,186433.0,25389.0,306366.0,6917.0,1146.0,969.0,2115.0,342902.0,11147.0,2019,02,15,-0.22,14.88,7.33
8168,28,167269.0,21946.0,240659.0,5873.0,993.0,998.0,2187.0,272656.0,10051.0,2019,02,16,1.28,14.16,7.72
8169,28,154259.0,21237.0,252709.0,15172.0,1018.0,992.0,2025.0,293153.0,19207.0,2019,02,17,2.94,15.02,8.98
8170,28,176638.0,23661.0,312132.0,3782.0,691.0,987.0,1791.0,343044.0,7251.0,2019,02,18,2.38,12.64,7.51
8171,28,181967.0,24146.0,334176.0,2817.0,713.0,935.0,1875.0,364662.0,6340.0,2019,02,19,3.52,10.4,6.96
8172,28,186074.0,22933.0,346372.0,4528.0,706.0,894.0,1802.0,377235.0,7930.0,2019,02,20,1.76,12.22,6.99
8173,28,182242.0,22533.0,354627.0,1645.0,768.0,821.0,1852.0,382246.0,5086.0,2019,02,21,1.74,12.74,7.24
8174,28,179869.0,23059.0,355248.0,1886.0,1119.0,845.0,1992.0,384149.0,5842.0,2019,02,22,0.48,16.58,8.53
8175,28,156528.0,23654.0,330533.0,7242.0,1206.0,861.0,1932.0,365428.0,11241.0,2019,02,23,4.74,16.24,10.49
8176,28,156785.0,22769.0,352532.0,3618.0,1271.0,842.0,2095.0,383127.0,7826.0,2019,02,24,0.82,14.96,7.89
8177,28,176067.0,24011.0,357501.0,4960.0,1246.0,950.0,2241.0,390909.0,9397.0,2019,02,25,1.86,16.82,9.34
8178,28,172653.0,41468.0,362753.0,4083.0,1267.0,977.0,2228.0,412776.0,8555.0,2019,02,26,2.86,18.16,10.51
8179,28,169910.0,45370.0,367699.0,1961.0,1239.0,956.0,2273.0,419498.0,6429.0,2019,02,27,1.86,19.36,10.61
8180,28,171436.0,37112.0,368643.0,22290.0,541.0,934.0,2285.0,431805.0,26050.0,2019,02,28,6.46,13.84,10.15
8181,28,174420.0,22774.0,370361.0,11638.0,302.0,911.0,2224.0,408210.0,15075.0,2019,03,01,8.06,10.84,9.45
8182,28,157573.0,20151.0,369014.0,19091.0,684.0,927.0,2285.0,412152.0,22987.0,2019,03,02,6.66,12.92,9.79
8183,28,145992.0,18973.0,235039.0,32720.0,276.0,763.0,2375.0,290146.0,36134.0,2019,03,03,9.78,14.1,11.94
8184,28,175534.0,18408.0,331435.0,29003.0,589.0,682.0,2097.0,382214.0,32371.0,2019,03,04,5.32,9.6,7.46
8185,28,184058.0,18961.0,371685.0,17850.0,525.0,922.0,1759.0,411702.0,21056.0,2019,03,05,4.28,12.22,8.25
8186,28,176892.0,19305.0,364078.0,26587.0,227.0,998.0,1795.0,412990.0,29607.0,2019,03,06,8.54,12.16,10.35
8187,28,176776.0,21339.0,361310.0,26491.0,966.0,897.0,1756.0,412759.0,30110.0,2019,03,07,6.02,11.06,8.54
8188,28,180098.0,21154.0,367768.0,18037.0,838.0,901.0,2202.0,410900.0,21978.0,2019,03,08,3.86,11.72,7.79
8189,28,158430.0,20141.0,333018.0,22277.0,626.0,834.0,2257.0,379153.0,25994.0,2019,03,09,8.14,13.88,11.01
8190,28,149316.0,19430.0,305970.0,28401.0,1096.0,803.0,2253.0,357953.0,32553.0,2019,03,10,7.34,11.8,9.57
8191,28,178672.0,21139.0,342383.0,22237.0,1222.0,768.0,2514.0,390263.0,26741.0,2019,03,11,3.6,10.52,7.06
8192,28,185975.0,20878.0,335970.0,26507.0,463.0,890.0,2594.0,387302.0,30454.0,2019,03,12,2.86,10.46,6.66
8193,28,187239.0,20307.0,331170.0,29268.0,935.0,900.0,2532.0,385112.0,33635.0,2019,03,13,4.32,10.96,7.64
8194,28,185635.0,20303.0,357889.0,30031.0,226.0,960.0,2619.0,412028.0,33836.0,2019,03,14,6.6,11.18,8.89
8195,28,174619.0,19351.0,358355.0,31869.0,244.0,947.0,2691.0,413457.0,35751.0,2019,03,15,10.22,12.26,11.24
8196,28,151550.0,18525.0,338796.0,28795.0,1074.0,843.0,2742.0,390775.0,33454.0,2019,03,16,8.76,14.28,11.52
8197,28,152649.0,18287.0,265509.0,21123.0,979.0,729.0,2646.0,309273.0,25477.0,2019,03,17,3.96,9.36,6.66
8198,28,179412.0,18970.0,345149.0,7643.0,782.0,821.0,2615.0,375980.0,11861.0,2019,03,18,3.96,10.34,7.15
8199,28,180741.0,21091.0,371067.0,855.0,679.0,830.0,2638.0,397160.0,5002.0,2019,03,19,3.36,11.52,7.44
8200,28,175190.0,21738.0,371059.0,1189.0,995.0,769.0,2663.0,398413.0,5616.0,2019,03,20,2.96,13.78,8.37
8201,28,174943.0,22926.0,367231.0,736.0,727.0,740.0,2647.0,395007.0,4850.0,2019,03,21,5.46,13.16,9.31
8202,28,168299.0,22535.0,373415.0,981.0,1259.0,685.0,2645.0,401520.0,5570.0,2019,03,22,5.3,15.64,10.47
8203,28,156505.0,18487.0,363920.0,1870.0,809.0,643.0,2645.0,388374.0,5967.0,2019,03,23,3.44,12.14,7.79
8204,28,147168.0,17440.0,356615.0,4984.0,1045.0,632.0,2565.0,383281.0,9226.0,2019,03,24,6.98,11.74,9.36
8205,28,168054.0,18906.0,349254.0,12470.0,1521.0,722.0,2519.0,385392.0,17232.0,2019,03,25,3.7,10.94,7.32
8206,28,171810.0,20627.0,368205.0,2676.0,1558.0,707.0,2529.0,396302.0,7470.0,2019,03,26,0.34,12.42,6.38
8207,28,170896.0,22940.0,343117.0,2027.0,1096.0,747.0,2618.0,372545.0,6488.0,2019,03,27,1.92,12.48,7.2
8208,28,170520.0,22806.0,341575.0,2953.0,791.0,805.0,2582.0,371512.0,7131.0,2019,03,28,4.74,11.74,8.24
8209,28,162376.0,22623.0,359916.0,3734.0,1629.0,840.0,2629.0,391371.0,8832.0,2019,03,29,3.28,16.04,9.66
8210,28,140596.0,18118.0,363087.0,1668.0,1579.0,839.0,2611.0,387902.0,6697.0,2019,03,30,4.34,19.2,11.77
8211,28,132198.0,16992.0,325954.0,7074.0,1604.0,855.0,2380.0,354859.0,11913.0,2019,03,31,4.3,17.06,10.68
8212,28,151030.0,16681.0,358775.0,5641.0,1459.0,1006.0,2101.0,385663.0,10207.0,2019,04,01,6.0,16.3,11.15
8213,28,160229.0,15521.0,310149.0,9840.0,593.0,948.0,2032.0,339083.0,13413.0,2019,04,02,4.54,11.98,8.26
8214,28,178427.0,17626.0,307862.0,4569.0,808.0,768.0,2026.0,333659.0,8171.0,2019,04,03,0.74,7.86,4.3
8215,28,181801.0,17210.0,306595.0,14085.0,1137.0,770.0,1886.0,341683.0,17878.0,2019,04,04,-1.1,10.88,4.89
8216,28,174819.0,16130.0,326263.0,14478.0,719.0,792.0,1781.0,360163.0,17770.0,2019,04,05,4.36,11.94,8.15
8217,28,152848.0,14631.0,365354.0,10114.0,1061.0,816.0,2045.0,394021.0,14036.0,2019,04,06,4.14,14.82,9.48
8218,28,140588.0,13401.0,360216.0,3500.0,1081.0,758.0,2011.0,380967.0,7350.0,2019,04,07,4.76,15.24,10.0
8219,28,156280.0,14438.0,369529.0,1703.0,1254.0,753.0,2002.0,389679.0,5712.0,2019,04,08,2.5,16.52,9.51
8220,28,160025.0,15788.0,368599.0,2140.0,676.0,769.0,1992.0,389964.0,5577.0,2019,04,09,5.64,13.62,9.63
8221,28,163502.0,16103.0,363454.0,9331.0,371.0,742.0,1938.0,391939.0,12382.0,2019,04,10,7.4,10.7,9.05
8222,28,167431.0,15456.0,366893.0,8323.0,1626.0,785.0,1948.0,395031.0,12682.0,2019,04,11,2.72,11.62,7.17
8223,28,167355.0,15545.0,368885.0,6480.0,1615.0,787.0,2016.0,395328.0,10898.0,2019,04,12,0.82,11.3,6.06
8224,28,157879.0,14932.0,304580.0,7059.0,1697.0,808.0,2021.0,331097.0,11585.0,2019,04,13,0.42,9.78,5.1
8225,28,154793.0,13971.0,306496.0,5190.0,1499.0,821.0,1971.0,329948.0,9481.0,2019,04,14,-0.46,10.02,4.78
8226,28,164542.0,15832.0,306809.0,12674.0,1421.0,792.0,1993.0,339521.0,16880.0,2019,04,15,1.28,15.52,8.4
8227,28,161076.0,16085.0,308809.0,3640.0,637.0,771.0,2012.0,331954.0,7060.0,2019,04,16,7.92,13.24,10.58
8228,28,154743.0,15883.0,306107.0,3118.0,1541.0,800.0,2022.0,329471.0,7481.0,2019,04,17,2.88,17.86,10.37
8229,28,143611.0,15112.0,303710.0,7508.0,1446.0,780.0,2018.0,330574.0,11752.0,2019,04,18,8.42,21.14,14.78
8230,28,137449.0,14583.0,351316.0,4781.0,1617.0,759.0,2014.0,375070.0,9171.0,2019,04,19,8.0,22.32,15.16
8231,28,122406.0,14736.0,359635.0,5260.0,1693.0,741.0,2072.0,384137.0,9766.0,2019,04,20,9.1,22.12,15.61
8232,28,115026.0,12599.0,359541.0,3327.0,1556.0,684.0,2076.0,379783.0,7643.0,2019,04,21,8.42,22.22,15.32
8233,28,116446.0,12715.0,337996.0,2688.0,1199.0,733.0,2034.0,357365.0,6654.0,2019,04,22,9.08,22.22,15.65
8234,28,134933.0,13825.0,364809.0,2509.0,647.0,702.0,2016.0,384508.0,5874.0,2019,04,23,10.74,19.62,15.18
8235,28,139855.0,14219.0,373053.0,9097.0,647.0,657.0,2003.0,399676.0,12404.0,2019,04,24,9.8,14.32,12.06
8236,28,146751.0,14310.0,364300.0,13443.0,986.0,773.0,1975.0,395787.0,17177.0,2019,04,25,8.04,14.28,11.16
8237,28,148305.0,16139.0,368677.0,8496.0,1092.0,783.0,1971.0,397158.0,12342.0,2019,04,26,5.84,16.1,10.97
8238,28,134432.0,12144.0,358375.0,27075.0,1377.0,765.0,1942.0,401678.0,31159.0,2019,04,27,6.42,12.62,9.52
8239,28,136790.0,12026.0,369433.0,14008.0,940.0,762.0,1940.0,399109.0,17650.0,2019,04,28,5.5,12.22,8.86
8240,28,153239.0,15709.0,371042.0,1000.0,1203.0,700.0,1916.0,391570.0,4819.0,2019,04,29,3.68,15.76,9.72
8241,28,148229.0,14894.0,371903.0,2102.0,1658.0,679.0,1915.0,393151.0,6354.0,2019,04,30,3.76,16.78,10.27
8242,28,130642.0,11007.0,357261.0,3766.0,1288.0,840.0,2118.0,376280.0,8012.0,2019,05,01,5.06,15.72,10.39
8243,28,146867.0,12357.0,331418.0,6722.0,1075.0,707.0,2079.0,354358.0,10583.0,2019,05,02,8.12,14.62,11.37
8244,28,149617.0,10869.0,369708.0,2997.0,1170.0,688.0,2105.0,387537.0,6960.0,2019,05,03,6.82,14.48,10.65
8245,28,143209.0,13292.0,365243.0,16265.0,1115.0,678.0,2026.0,398619.0,20084.0,2019,05,04,3.6,10.58,7.09
8246,28,140766.0,10174.0,367781.0,9090.0,1481.0,635.0,2446.0,391607.0,13652.0,2019,05,05,4.0,11.7,7.85
8247,28,160253.0,14092.0,370651.0,2305.0,1481.0,672.0,2465.0,391666.0,6923.0,2019,05,06,0.02,12.82,6.42
8248,28,154668.0,13652.0,373950.0,4042.0,1347.0,686.0,2531.0,396208.0,8606.0,2019,05,07,4.4,15.54,9.97
8249,28,133811.0,13495.0,367432.0,17442.0,1298.0,668.0,2437.0,402772.0,21845.0,2019,05,08,8.72,16.56,12.64
8250,28,148944.0,13545.0,338237.0,15129.0,906.0,688.0,1740.0,370245.0,18463.0,2019,05,09,8.94,13.86,11.4
8251,28,154572.0,13462.0,370321.0,2811.0,762.0,669.0,1635.0,389660.0,5877.0,2019,05,10,4.32,14.74,9.53
8252,28,135707.0,12890.0,360883.0,6655.0,1419.0,642.0,1778.0,384267.0,10494.0,2019,05,11,8.78,14.76,11.77
